Income,Property,Amount,Budget,Category,Date,Monthly Overview,Type
Credit เงินคืน,Yes,"THB 1,865.00","THB 1,865.00",Extra,"May 5, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),👍🏼เงิน top up_MAY26 (https://app.notion.com/p/top-up_MAY26-2c90423c142680c48bc8c88588b66afc?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"June 4, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),⌚เงินรายชั่วโมง_JUN26 (https://app.notion.com/p/_JUN26-2c90423c1426807bb0abd65d1a80f443?pvs=21)
DF cost,Yes,THB 510.00,THB 510.00,On duty,"June 4, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),🤷‍♂️เงิน DF_JUN26 (https://app.notion.com/p/DF_JUN26-2c90423c14268081a278e575b46a6dd2?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"June 4, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),👍🏼เงิน top up_JUN26 (https://app.notion.com/p/top-up_JUN26-2c90423c142680599e77d87a1448b73c?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"June 20, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"June 26, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),🏧เงินเดือนจาก สสจ._JUN26 (https://app.notion.com/p/_JUN26-2c90423c142680979b30eb1b1a0cf37a?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 350.00,On duty,"July 9, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🤷‍♂️เงิน DF_JUL26 (https://app.notion.com/p/DF_JUL26-2c90423c142680398e52daac141b9295?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 230.00,On duty,"July 14, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🤷‍♂️เงิน DF_JUL26 (https://app.notion.com/p/DF_JUL26-2c90423c142680398e52daac141b9295?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 100.00,On duty,"July 17, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🤷‍♂️เงิน DF_JUL26 (https://app.notion.com/p/DF_JUL26-2c90423c142680398e52daac141b9295?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"July 20, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),👝เงินเวรเหมา_JUN26 (https://app.notion.com/p/_JUN26-2c90423c14268083ac7ed8c2f4d955e4?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 100.00,On duty,"July 21, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🤷‍♂️เงิน DF_JUL26 (https://app.notion.com/p/DF_JUL26-2c90423c142680398e52daac141b9295?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 90.00,On duty,"July 24, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🤷‍♂️เงิน DF_JUL26 (https://app.notion.com/p/DF_JUL26-2c90423c142680398e52daac141b9295?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"July 26, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),🏧เงินเดือนจาก สสจ._JUL26 (https://app.notion.com/p/_JUL26-2c90423c14268061a334e6bf38bfcd4c?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 210.00,On duty,"August 11, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),🤷‍♂️เงิน DF_AUG26 (https://app.notion.com/p/DF_AUG26-2c90423c1426809bb5a3d6d97a1597aa?pvs=21)
,No,,,,,,
เงิน พตส.,Yes,"THB 5,000.00","THB 10,000.00",Salary,"August 26, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),👝เงินเวรเหมา_AUG26 (https://app.notion.com/p/_AUG26-2c90423c14268053b669fd8658195f7e?pvs=21)
เงินประจำตำแหน่ง,Yes,"THB 3,500.00","THB 3,500.00",Salary,"August 26, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),🏧เงินเดือนจาก สสจ._AUG26 (https://app.notion.com/p/_AUG26-2c90423c14268041beb7d4dc0f1cdf06?pvs=21)
เงินเดือน,Yes,"THB 24,220.00","THB 24,220.00",Salary,"August 26, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),🏧เงินเดือนจาก สสจ._AUG26 (https://app.notion.com/p/_AUG26-2c90423c14268041beb7d4dc0f1cdf06?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 180.00,On duty,"August 27, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),🤷‍♂️เงิน DF_AUG26 (https://app.notion.com/p/DF_AUG26-2c90423c1426809bb5a3d6d97a1597aa?pvs=21)
P4P,Yes,"THB 8,366.75","THB 9,069.75",Salary,"August 26, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),👝เงินเวรเหมา_JUL26 (https://app.notion.com/p/_JUL26-2c90423c142680f1a87af2e964db85e9?pvs=21)
เงิน พตส.,Yes,"THB 4,750.00","THB 10,000.00",Salary,"July 26, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),👝เงินเวรเหมา_JUL26 (https://app.notion.com/p/_JUL26-2c90423c142680f1a87af2e964db85e9?pvs=21)
เงินหมื่น ไม่ทำเวชฯ,No,,"THB 10,000.00",On duty,"August 10, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),👝เงินเวรเหมา_JUL26 (https://app.notion.com/p/_JUL26-2c90423c142680f1a87af2e964db85e9?pvs=21)
เงินส่งเสริมพิเศษ,No,,"THB 5,000.00",On duty,"August 10, 2026",July 26 (https://app.notion.com/p/July-26-2c90423c142680d393b7f6a4171c0151?pvs=21),👝เงินเวรเหมา_JUL26 (https://app.notion.com/p/_JUL26-2c90423c142680f1a87af2e964db85e9?pvs=21)
ค่าเวร opd นอก,No,,"THB 1,150.00",On duty,"September 1, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 250.00,On duty,"September 2, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
ซื้อเวรโอนอก,No,,"THB 1,000.00",On duty,"September 14, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),👍🏼เงิน top up_SEP26 (https://app.notion.com/p/top-up_SEP26-2c90423c14268081ada3f41ec06d6e90?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 100.00,On duty,"September 7, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
ค่าเวร,No,,THB 600.00,On duty,"September 8, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 200.00,On duty,"September 8, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
เงินส่งเสริมพิเศษ,No,,"THB 5,000.00",On duty,"September 10, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),👝เงินเวรเหมา_AUG26 (https://app.notion.com/p/_AUG26-2c90423c14268053b669fd8658195f7e?pvs=21)
เงินหมื่น ไม่ทำเวชฯ,No,,"THB 10,000.00",On duty,"September 10, 2026",August 26 (https://app.notion.com/p/August-26-2c90423c142680fba880e8c43ce32ecb?pvs=21),👝เงินเวรเหมา_AUG26 (https://app.notion.com/p/_AUG26-2c90423c14268053b669fd8658195f7e?pvs=21)
สมุดตรวจสุขภาพ,No,,THB 160.00,On duty,"September 10, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
ค่าเวร,No,,THB 800.00,On duty,"September 14, 2026",September 26 (https://app.notion.com/p/September-26-2c90423c14268048a101f40e9525c9f2?pvs=21),🤷‍♂️เงิน DF_SEP26 (https://app.notion.com/p/DF_SEP26-2c90423c14268054b3fff898e4d6f807?pvs=21)
